data,hora,natureza,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2022-07-06 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA AURORA,1301,,EM FRENTE AO BANCO CENTRAL,BOA VISTA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
2022-07-07 00:00:00,,SEM VÍTIMA,CANCELADA,CIDADE UNIVERSITÁRIA,AV CAXANGA,,RUA GENERAL POLIDORO,EM FRENTE A FIAT,CIDADE UNIVERSITÁRIA,608,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2022-07-07 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,RUA CAPITAO ZUZINHA,SEM. 433 - CRUZAMENTO C/A RUA CAP ZUZINHA,BOA VIAGEM,433,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,,,,,
2022-07-07 00:00:00,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,C SANTA RITA,595,,OPOSTO AS TORRES GEMEAS,SÃO JOSÉ,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
2022-07-07 00:00:00,,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,270,,PROX. A FARMACIA DO TRABALHADOR,CASA AMARELA,95,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,,
2022-07-07 00:00:00,,SEM VÍTIMA,FINALIZADA,JORDÃO,AV DONA CARENTINA,,,AO LADO DA PRAÇA DO JORDÃO ALTO,JORDÃO,,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-07 00:00:00,,COM VÍTIMA,CANCELADA,SANTO ANTÔNIO,AV DANTAS BARRETO,,,"COLISÃO ENTRE AUTO / MOTO.  ENVOLVENDO O SUB MALAGUETA, SOLICITADO APOIO DOS BATEDORES  INSP VALMIR  / BAT  LIMOEIRO",SANTO ANTÔNIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-07 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,1000,RUA ALMIRANTE TAMANDARE,ESCOLA SANTOS DUMONT,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2022-07-07 00:00:00,,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,OGRIO RECIFE AO LADO,BAIRRO DO RECIFE,,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
2022-07-08 00:00:00,,COM VÍTIMA,CANCELADA,PRADO,RUA CARLOS GOMES,481,,EM FRENTE AO CONSELHO REGIONAL DE CONTABILIDADE,PRADO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-08 00:00:00,,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA ANTONIO NOVAIS,241,RUA SOUZA DE ANDRADE,,GRAÇAS,,SUBURBIO,,0,0,0,0,0,0,1,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Não existe,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,MADALENA,RUA DEMOCRITO DE SOUZA FILHO,17,RUA BARTOLOMEU DE GUSMAO,BELEZA CAFÉ MODA E BARBEARIA,MADALENA,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,ÁGUA FRIA,RUA SAO SEBASTIAO,1312,RUA JULIO JOSE DE SOUZA,PROX A BRASILGAS,ÁGUA FRIA,,,CHOQUE,0,0,0,0,0,0,1,0,0,2,0,Longo da via,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,IPUTINGA,EST DO BARBALHO,532,,EM FRENTE A CARLOS PEÇAS,IPUTINGA,,CIDADE,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV SUL,585,,ANTES DO POSTO BR / LOJA DOS FREIOS,SÃO JOSÉ,,CIDADE,CHOQUE,0,1,0,0,0,0,0,0,1,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,480,RUA CATULO DA PAIXAO CEARENSE,DEPOIS DO CLUBE DAS PAZ PRIMEIRA DIREITA,CAMPO GRANDE,,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Faixa seccionada,,
2022-07-08 00:00:00,,COM VÍTIMA,CANCELADA,LINHA DO TIRO,AV VEREADOR OTACILIO AZEVEDO,,,PRÓXIMO AO TERMINAL DO BREJO,LINHA DO TIRO,,,COLISÃO COM CICLISTA,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA MANUEL DE MEDEIROS,,,EM FRENTE  A UFRPE,DOIS IRMÃOS,588,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h,Dupla,Faixa contínua,,
2022-07-08 00:00:00,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,EST DOS REMEDIOS,LARGO DA PAZ,AFOGADOS,53,SUBURBIO,COLISÃO TRANSVERSAL,0,0,1,0,0,1,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
2022-07-09 00:00:00,,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,SUPERMERCADO MAIS VOCÊ,CASA AMARELA,95,SUBURBIO,COLISÃO TRASEIRA,2,1,0,0,0,0,0,0,0,4,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Canteiro central,,
2022-07-09 00:00:00,,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DAS UBAIAS,,RUA CONS NABUCO,POSTO BR / SEMÁFORO 655,CASA AMARELA,655,,QUEDA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-10 00:00:00,,COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA NOVA DESCOBERTA,,,"NA ENTRADA DO CORREGO DA AREIA, PRÓXIMO A FEIRA DE NOVA DESCOBERTA",NOVA DESCOBERTA,,,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2022-07-10 00:00:00,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA COSME VIANA,180,RUA DR ADELINO,,AFOGADOS,426,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
2022-07-10 00:00:00,,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,3310,RUA BELA VISTA,COM ESTRADA DO ARRAIAL,CASA AMARELA,,SUBURBIO,COLISÃO LATERAL,0,1,1,0,0,0,0,0,0,1,0,Esquina,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2022-07-11 00:00:00,,COM VÍTIMA,FINALIZADA,IPUTINGA,AV PROFESSOR JOAQUIM CAVALCANTI,,,PROXIMO AO VIADUTO DA CAXANGA,IPUTINGA,,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,3,0,Outros,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
2022-07-11 00:00:00,,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,"EM FRENTE A RESTAURAÇÃO, SENT. BOA VIAGEM",DERBY,650,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,,Molhada,Perfeito estado,Outros,Não há placas,60 km/h,Única,Faixa seccionada,,
2022-07-11 00:00:00,,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,1118,,EM FRENTE A CUNHA PNEUS,AFOGADOS,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa contínua,Faixa seccionada,
2022-07-11 00:00:00,,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,210,,EM FRENTE AO ANTIGO CARTORIO DE REGISTRO,PINA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal iluminada,Não existe,Não há placas,,Única,Não existe,,
2022-07-12 00:00:00,,COM VÍTIMA,FINALIZADA,AREIAS,RUA JOSE NATARIO,343,,PRÓX. À CBTU,AREIAS,,SUBURBIO,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-12 00:00:00,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,RUA JALISCO,EM FRENTE O GERALDÃO,IMBIRIBEIRA,290,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,,Dupla,Canteiro central,,
2022-07-12 00:00:00,,COM VÍTIMA,FINALIZADA,TEJIPIÓ,AV DR JOSE RUFINO,3385,,PROX AO ARMAZEM CORAL,TEJIPIÓ,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,DOIS UNIDOS,AV HILDEBRANDO DE VASCONCELOS,,RUA URIEL DE HOLANDA,CT DO SANTA CRUZ / ENTRADA DE DOIS UNIDOS,DOIS UNIDOS,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,543,,EM FRENTE AO MARTELINHO DE OURO,PINA,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA WALDEMAR NERY CARNEIRO MONTEIRO,531,RUA SIDERAL,PRÓX. AO ESPAÇO CRIANÇAR E AO CAPS ESPAÇO LIVREMENTE,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
2022-07-13 00:00:00,,SEM VÍTIMA,FINALIZADA,CABANGA,AV ENGENHEIRO JOSE ESTELITA,,,APÓS O CABANGA IATE CLUBE,CABANGA,,CIDADE,,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-19,60 km/h,Dupla,Faixa seccionada,Canteiro central,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,TORRE,AV BEIRA RIO,,RUA CONDE DE IRAJA,PRÓX. À OGREJA EXÉRCITO DE SALVAÇÃO,TORRE,630,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,ÁGUA FRIA,RUA DA REGENERACAO,898A,RUA DEZESSEIS DE JULHO,EM FRENTE AO IRMÃO ANDRADRE BEBIDAS,ÁGUA FRIA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-13 00:00:00,,COM VÍTIMA,CANCELADA,IBURA,RUA IBIARA,188,,E/F A ANTIGA FREVO,IBURA,,,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,2,0,,,,,,,,,,,,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,1274,,EM FRENTE A CASA PRONTA,BOA VIAGEM,,,ATROPELAMENTO DE PESSOA,1,0,0,0,2,0,0,0,0,2,0,,,,,,,,,,,,,
2022-07-13 00:00:00,,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA PADRE LEMOS,,RUA DR TOME DIAS,ESQUINA DA IGREJA UNIVERSAL,CASA AMARELA,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,,,
2022-07-13 00:00:00,,SEM VÍTIMA,CANCELADA,AREIAS,AV IZABEL DE GOES,407,,,AREIAS,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2022-07-13 00:00:00,,SEM VÍTIMA,FINALIZADA,,RUA JOAO FERNANDES VIEIRA,,PRC PARQUE AMORIM,EM FRENTE SUPER BOMPREÇO,,173,SUBURBIO,,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Faixa seccionada,,
2022-07-14 00:00:00,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,438,RUA ARQUITETO FERNANDO ALMEIDA,PRÓXIMO A LAGOA DO ARAÇA ONDE TEM A LOMBADA ELET^RNICA,IMBIRIBEIRA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2022-07-14 00:00:00,,COM VÍTIMA,FINALIZADA,IPSEP,AV SENADOR ROBERT KENNEDY,350,RUA CONDESSA DE BARRAL,EM FRENTE À URB / REGIONAL SUL DA DIRCON,IPSEP,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
2022-07-14 00:00:00,,COM VÍTIMA,FINALIZADA,AREIAS,AV SALDANHA MARINHO,652,AV RECIFE,EM FRENTE AO POSTO BR,AREIAS,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2022-07-14 00:00:00,,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,,NO SEMÁFORO 423,AFOGADOS,423,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
2022-07-14 00:00:00,,SEM VÍTIMA,FINALIZADA,IPSEP,AV SENADOR ROBERT KENNEDY,,RUA RIO OCEANICO,PROX A CLINICA MED SLIM,IPSEP,,,COLISÃO FRONTAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2022-07-14 00:00:00,,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA FRANCISCO ALVES,,RUA CAPITAO JOSE DA LUZ,NA FRENTE DO EMPRESARIAL RIO CAPIBARIBE,ILHA DO LEITE,107,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",,Dupla,Faixa contínua,,
2022-07-14 00:00:00,,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA ALTO DO EUCALIPTO,283,,PROX A BARRACA DO SEU ALCIDES,VASCO DA GAMA,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,30 km/h,Dupla,Não existe,,
2022-07-15 00:00:00,,COM VÍTIMA,FINALIZADA,IPSEP,RUA ITACARI,162,RUA ITAJAI,"RUA ITAJAI - PROX ACADEMIA XTR  -  COLISÃO ENTRE DOIS AUTO.  SAMU A CAMINHO DE LOCAL , PFF-1112 HONDA CITY CINZA/ QNG-9998 ONIX PRATA",IPSEP,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",40 km/h,Única,Faixa contínua,,
2022-07-15 00:00:00,,COM VÍTIMA,CANCELADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,1140,,PROX AO HOSPITAL ALFA,BOA VIAGEM,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-15 00:00:00,,SEM VÍTIMA,FINALIZADA,TORRÕES,RUA GURUPI,80,,AO LADO DO POSTO IPIRANGA,TORRÕES,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
2022-07-15 00:00:00,,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,3275,,PROX AO SUPERMERCADO ARCO-MIX,IPUTINGA,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
2022-07-15 00:00:00,,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,2489,,PRÓXIMO A RUA TENENTE MINDELO,SAN MARTIN,,SUBURBIO,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,,,,,Dupla,Não existe,,
2022-07-16 00:00:00,,COM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,,,DNIT,PINA,103,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Outros,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,,,Única,Faixa seccionada,,
2022-07-16 00:00:00,,COM VÍTIMA,FINALIZADA,GRAÇAS,RUA SAO SALVADOR,105,,PROX A UNIMED DA AGAMENON MAGALHÕES,GRAÇAS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,,Molhada,Perfeito estado,,,,,,,
2022-07-16 00:00:00,,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA MARQUES DE ABRANTES,124,RUA PRUDENTE DE MORAES,PROX AO ULTRA GAS,CAMPO GRANDE,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,"Placas ""Pare""",,Dupla,Faixa seccionada,,
2022-07-16 00:00:00,,SEM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,RUA PEDRO DA CUNHA ANDRADE,43,,RUA DO COLÉGIO DIÁRIO DE PERNAMBUCO,ENGENHO DO MEIO,,,COLISÃO TRANSVERSAL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2022-07-16 00:00:00,,SEM VÍTIMA,FINALIZADA,SAN MARTIN,RUA DR TELESPHORO FRAGOSO,1555,,NA RUA DA IGREJA NOSSA SENHORA DE FÁTIMA,SAN MARTIN,,,CHOQUE,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2022-07-17 00:00:00,,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA FLORIANO PEIXOTO,,,"EM FRENTE A CASA DA CULTURA,ONIBUS ESTA PRESO A GALHOS DE UMA ÁRVORE IMPOSSIBILITADO DE SAIR DO LOCAL E COM ISSO ESTA OBSTRUINDO A VIA",SÃO JOSÉ,,,CHOQUE,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
2022-07-17 00:00:00,,SEM VÍTIMA,CANCELADA,BRASÍLIA TEIMOSA,RUA DO JAU,,RUA ALAGOINHA,CAMINHÃO DA DIRCON SE ENVOLVEU EM UMA COLISÃO COM VEÍCULO NA RUA JAÚ BRASILIA TEIMOSA.,BRASÍLIA TEIMOSA,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2022-07-17 00:00:00,,COM VÍTIMA,FINALIZADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,,PROX AO BOBS,MADALENA,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2022-07-18 00:00:00,,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV NORTE MIGUEL ARRAES DE ALENCAR,,RUA NOVA DESCOBERTA,,NOVA DESCOBERTA,65,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2022-07-18 00:00:00,,COM VÍTIMA,FINALIZADA,VÁRZEA,AV CAXANGA,,RUA GASTAO VIDIGAL,EM FRENTE A UPA,VÁRZEA,281,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,,,
2022-07-18 00:00:00,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PEDRO PAES MENDONCA,,AV FERNANDO SIMOES BARBOSA,BIG BOMPREÇO,BOA VIAGEM,544,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,,Faixa de pedestre,,60 km/h,Única,,,
2022-07-18 00:00:00,,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA SOUZA BANDEIRA,,AV CAXANGA,,CORDEIRO,,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
2022-07-18 00:00:00,,SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,RUA OSORIO BORBA,,RUA ATOR ELPIDIO CAMARA,PROXIMO AO GIRADORO DE JARDIM SÃO PAULO,JARDIM SÃO PAULO,,,COLISÃO FRONTAL,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Outras,,Única,Não existe,,
2022-07-18 00:00:00,,COM VÍTIMA,CANCELADA,JARDIM SÃO PAULO,RUA EUZEBIO DE MATOS,663,AV PIRACICABA,ATRAS DO PAGEU,JARDIM SÃO PAULO,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2022-07-18 00:00:00,,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,,COM RUA DOM BOSCO(PISTA LOCAL),BOA VISTA,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60km/h,Dupla,Canteiro central,,
2022-07-18 00:00:00,,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,,,EM FRENTE AO POSTO PETROBAHIA,AFOGADOS,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa contínua,Faixa seccionada,
2022-07-19 00:00:00,,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,1252,RUA CAETES,"EM FRENTE 11° BATALHÃO DA POLICIA MILITAR, PROX. A FUNDAÇÃO JOAQUIM NABUCO",APIPUCOS,248,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
2022-07-19 00:00:00,,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,2528,,EM FRENTE AO ATACAMAX,IPSEP,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
