data,hora,natureza,bairro,endereco,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,sinalizacao,condicao_via,conservacao_via,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1
2023-01-01 00:00:00,03:37:00,COM VÍTIMA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,CIDADE,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-01 00:00:00,08:28:00,COM VÍTIMA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-01 00:00:00,10:39:00,COM VÍTIMA,JAQUEIRA,RUA MUNIZ TAVARES,460,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-01 00:00:00,12:41:00,SEM VÍTIMA,BOA VIAGEM,AV BOA VIAGEM,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-01 00:00:00,03:44:00,COM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-01 00:00:00,04:35:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-01 00:00:00,05:34:00,SEM VÍTIMA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-01 00:00:00,08:07:00,SEM VÍTIMA,IPUTINGA,RUA SAO MATEUS,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-02 00:00:00,05:34:00,COM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,310,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-02 00:00:00,06:04:00,COM VÍTIMA,BOA VIAGEM,AV ARMINDO MOURA,529,SUBURBIO,COLISÃO LATERAL,0,1,0,0,0,0,0,0,1,2,0,,,,,,,,,
2023-01-03 00:00:00,08:06:00,SEM VÍTIMA,DERBY,RUA JENER DE SOUZA,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-03 00:00:00,08:55:00,COM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-03 00:00:00,09:29:00,COM VÍTIMA,BOA VIAGEM,RUA SETUBAL,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-03 00:00:00,01:36:00,COM VÍTIMA,IPSEP,AV RECIFE,16,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-03 00:00:00,02:16:00,COM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,549,CIDADE,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-03 00:00:00,04:10:00,SEM VÍTIMA,,AV BRASILIA FORMOSA,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-03 00:00:00,05:39:00,COM VÍTIMA,ESTÂNCIA,AV RECIFE,,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,
2023-01-03 00:00:00,07:29:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,CIDADE,COLISÃO FRONTAL,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,
2023-01-03 00:00:00,10:20:00,COM VÍTIMA,SÃO JOSÉ,RUA IMPERIAL,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-03 00:00:00,11:01:00,SEM VÍTIMA,IBURA,AV SANTA FE,,,COLISÃO TRANSVERSAL,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-04 00:00:00,06:12:00,SEM VÍTIMA,TEJIPIÓ,AV DR JOSE RUFINO,,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
2023-01-04 00:00:00,08:00:00,COM VÍTIMA,ESTÂNCIA,AV RECIFE,705,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-04 00:00:00,08:54:00,COM VÍTIMA,VÁRZEA,AV CAXANGA,232,CIDADE,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,3,0,,,,,,,,,
2023-01-04 00:00:00,09:46:00,COM VÍTIMA,TORRE,RUA MARQUES DE MARICA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-04 00:00:00,01:54:00,COM VÍTIMA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-04 00:00:00,02:13:00,COM VÍTIMA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-05 00:00:00,06:55:00,COM VÍTIMA,SANTO AMARO,AV JOAO DE BARROS,406,SUBURBIO,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-05 00:00:00,07:44:00,COM VÍTIMA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-05 00:00:00,01:11:00,COM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,
2023-01-05 00:00:00,04:15:00,COM VÍTIMA,IBURA,RUA DR OTAVIO DE MORAES VASCONCELOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-05 00:00:00,04:26:00,COM VÍTIMA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,SUBURBIO,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,
2023-01-05 00:00:00,12:00:00,COM VÍTIMA,MANGUEIRA,RUA SAO MIGUEL,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-05 00:00:00,05:13:00,COM VÍTIMA,MANGUEIRA,RUA SAO MIGUEL,425,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,07:32:00,COM VÍTIMA,GRAÇAS,AV RUI BARBOSA,305,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,08:57:00,VÍTIMA FATAL,CORDEIRO,AV GENERAL SAN MARTIN,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,
2023-01-06 00:00:00,10:22:00,COM VÍTIMA,SANCHO,AV LIBERDADE,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,11:20:00,COM VÍTIMA,CASA AMARELA,RUA DA HARMONIA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,11:34:00,COM VÍTIMA,IMBIRIBEIRA,RUA ITACARI,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,12:53:00,SEM VÍTIMA,IPSEP,RUA ABDIAS CABRAL DE MOURA,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-06 00:00:00,01:49:00,COM VÍTIMA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,SUBURBIO,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,04:16:00,COM VÍTIMA,ENCRUZILHADA,RUA DONA ELVIRA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,05:16:00,COM VÍTIMA,SANTO AMARO,AV CRUZ CABUGA,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,10:11:00,COM VÍTIMA,VÁRZEA,RUA AGRICOLANDIA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-06 00:00:00,11:17:00,SEM VÍTIMA,BOA VIAGEM,AV DES JOSE NEVES,,SUBURBIO,CHOQUE,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-07 00:00:00,06:12:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,37,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-07 00:00:00,08:17:00,SEM VÍTIMA,COHAB,RUA DR BENIGNO JORDAO DE VASCONCELOS,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-07 00:00:00,04:57:00,COM VÍTIMA,ILHA DO RETIRO,AV BEIRA RIO,387,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-07 00:00:00,06:16:00,SEM VÍTIMA,CAXANGÁ,AV CAXANGA,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-07 00:00:00,11:09:00,SEM VÍTIMA,IBURA,AV DOM HELDER CAMARA,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-08 00:00:00,11:25:00,COM VÍTIMA,IPUTINGA,RUA ADEMAR PIRES TRAVASSO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-08 00:00:00,01:13:00,COM VÍTIMA,PINA,AV ANTONIO DE GOES,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-08 00:00:00,07:31:00,COM VÍTIMA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,312,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-09 00:00:00,07:55:00,COM VÍTIMA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-09 00:00:00,08:54:00,COM VÍTIMA,MANGABEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,
2023-01-09 00:00:00,09:41:00,SEM VÍTIMA,ÁGUA FRIA,RUA DR EUDES COSTA,,,,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-09 00:00:00,12:18:00,COM VÍTIMA,CASA AMARELA,AV DR EURICO CHAVES,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-09 00:00:00,01:13:00,COM VÍTIMA,IMBIRIBEIRA,RUA GENERAL GOES MONTEIRO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-09 00:00:00,03:22:00,SEM VÍTIMA,IBURA,RUA PINTOR LULA CARDOSO AYRES,,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-09 00:00:00,03:47:00,SEM VÍTIMA,SAN MARTIN,RUA JOSE VELOSO,,CIDADE,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-09 00:00:00,06:41:00,COM VÍTIMA,MADALENA,AV VISCONDE DE ALBUQUERQUE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-10 00:00:00,08:08:00,COM VÍTIMA,GRAÇAS,RUA PROFESSOR RUI BATISTA,37,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-10 00:00:00,10:32:00,COM VÍTIMA,BOA VISTA,RUA GERVASIO PIRES,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-10 00:00:00,01:25:00,COM VÍTIMA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-10 00:00:00,01:30:00,COM VÍTIMA,PAISSANDU,RUA PAISSANDU,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-11 00:00:00,06:37:00,SEM VÍTIMA,TEJIPIÓ,AV DR JOSE RUFINO,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-11 00:00:00,10:14:00,COM VÍTIMA,JORDÃO,AV MARECHAL MASCARENHAS DE MORAES,625,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-11 00:00:00,11:11:00,COM VÍTIMA,SANTO AMARO,AV CRUZ CABUGA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-11 00:00:00,03:59:00,COM VÍTIMA,ÁGUA FRIA,RUA SAO SEBASTIAO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-11 00:00:00,05:29:00,COM VÍTIMA,BOA VIAGEM,RUA TENENTE DOMINGOS DE BRITO,331,,COLISÃO TRASEIRA,0,0,0,0,0,2,0,0,0,4,0,,,,,,,,,
2023-01-11 00:00:00,07:11:00,COM VÍTIMA,PINA,AV HERCULANO BANDEIRA,,,COLISÃO FRONTAL,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,
2023-01-11 00:00:00,07:44:00,COM VÍTIMA,IPUTINGA,RUA PEREIRA COUTINHO FILHO,,,COLISÃO FRONTAL,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,08:36:00,COM VÍTIMA,ROSARINHO,AV NORTE MIGUEL ARRAES DE ALENCAR,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,09:04:00,COM VÍTIMA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,10:45:00,COM VÍTIMA,SAN MARTIN,RUA DELMIRO GOUVEIA,586,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,12:09:00,COM VÍTIMA,AREIAS,AV RECIFE,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-12 00:00:00,01:11:00,COM VÍTIMA,CAXANGÁ,RUA GENERAL POLIDORO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,02:21:00,COM VÍTIMA,IPUTINGA,AV MAURICIO DE NASSAU,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-12 00:00:00,05:03:00,COM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,05:24:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,05:54:00,COM VÍTIMA,SANTO ANTÔNIO,RUA IMPERADOR PEDRO SEGUNDO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-12 00:00:00,07:57:00,COM VÍTIMA,IPSEP,AV RECIFE,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,11:09:00,COM VÍTIMA,MADALENA,RUA BENFICA,51,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,11:25:00,COM VÍTIMA,AFOGADOS,EST DOS REMEDIOS,,,ATROPELAMENTO DE PESSOA,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,01:46:00,SEM VÍTIMA,CASA AMARELA,COR DO BARTOLOMEU,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-13 00:00:00,02:05:00,COM VÍTIMA,BOA VIAGEM,RUA RIBEIRO DE BRITO,,,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,04:31:00,COM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,COLISÃO TRASEIRA,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,05:23:00,COM VÍTIMA,ILHA JOANA BEZERRA,VDO PAPA JOAO PAULO II,,,COLISÃO TRASEIRA,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,05:59:00,COM VÍTIMA,JORDÃO,AV MARIA IRENE,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-13 00:00:00,07:45:00,COM VÍTIMA,BOA VISTA,AV CONDE DA BOA VISTA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,09:00:00,COM VÍTIMA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,09:04:00,COM VÍTIMA,CIDADE UNIVERSITÁRIA,AV PROFESSOR ARTUR DE SA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,09:24:00,COM VÍTIMA,ESPINHEIRO,RUA CONS PORTELA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,09:55:00,COM VÍTIMA,SANCHO,AV LIBERDADE,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,02:26:00,COM VÍTIMA,IPSEP,AV RECIFE,337,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,03:02:00,COM VÍTIMA,PINA,AV HERCULANO BANDEIRA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,06:52:00,COM VÍTIMA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-14 00:00:00,09:49:00,COM VÍTIMA,ESTÂNCIA,AV RECIFE,259,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-15 00:00:00,09:06:00,COM VÍTIMA,FUNDÃO,AV BEBERIBE,,,TOMBAMENTO,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-15 00:00:00,09:29:00,COM VÍTIMA,APIPUCOS,RUA DE APIPUCOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-15 00:00:00,11:39:00,COM VÍTIMA,SAN MARTIN,RUA DELMIRO GOUVEIA,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-15 00:00:00,11:48:00,COM VÍTIMA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-16 00:00:00,12:38:00,COM VÍTIMA,CORDEIRO,AV CAXANGA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-16 00:00:00,09:22:00,SEM VÍTIMA,VÁRZEA,AV JOAQUIM RIBEIRO,,,ATROPELAMENTO DE ANIMAL,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-16 00:00:00,10:40:00,COM VÍTIMA,BOMBA DO HEMETÉRIO,RUA BOMBA DO HEMETERIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,11,0,1,0,,,,,,,,,
2023-01-16 00:00:00,12:09:00,COM VÍTIMA,PINA,AV HERCULANO BANDEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-16 00:00:00,01:24:00,COM VÍTIMA,MADALENA,AV BEIRA RIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-16 00:00:00,07:01:00,COM VÍTIMA,TAMARINEIRA,AV PROFESSOR JOSE DOS ANJOS,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-16 00:00:00,08:33:00,COM VÍTIMA,BARRO,RUA CAPITAO PONCIANO,,,COLISÃO LATERAL,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,
2023-01-16 00:00:00,10:05:00,COM VÍTIMA,MADALENA,AV BEIRA RIO,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-17 00:00:00,12:34:00,SEM VÍTIMA,AFOGADOS,RUA COSME VIANA,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-17 00:00:00,07:54:00,COM VÍTIMA,JORDÃO,AV MARIA IRENE,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-17 00:00:00,08:21:00,SEM VÍTIMA,SAN MARTIN,RUA ARSENIO CALACA,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-17 00:00:00,10:40:00,COM VÍTIMA,CASA FORTE,PRC FLOR DE SANTANA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-17 00:00:00,10:51:00,COM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,423,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-17 00:00:00,11:32:00,COM VÍTIMA,CAXANGÁ,AV CAXANGA,,,ATROPELAMENTO DE PESSOA,1,1,0,0,1,0,0,0,0,2,0,,,,,,,,,
2023-01-17 00:00:00,11:44:00,COM VÍTIMA,JARDIM SÃO PAULO,AV LIBERDADE,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,
2023-01-17 00:00:00,12:16:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,68,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-17 00:00:00,02:52:00,COM VÍTIMA,SANTO AMARO,RUA DO POMBAL,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-17 00:00:00,05:48:00,COM VÍTIMA,TEJIPIÓ,RUA FALCAO DE LACERDA,,,CHOQUE,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-18 00:00:00,07:30:00,SEM VÍTIMA,LINHA DO TIRO,RUA URIEL DE HOLANDA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-18 00:00:00,08:53:00,COM VÍTIMA,MADALENA,AV CAXANGA,268,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,1,0,0,1,0,,,,,,,,,
2023-01-18 00:00:00,03:54:00,COM VÍTIMA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-18 00:00:00,04:12:00,SEM VÍTIMA,ESPINHEIRO,RUA SANTO ELIAS,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-18 00:00:00,10:13:00,SEM VÍTIMA,AREIAS,AV RECIFE,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-19 00:00:00,07:53:00,COM VÍTIMA,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-19 00:00:00,08:50:00,COM VÍTIMA,ESTÂNCIA,AV RECIFE,,CIDADE,QUEDA,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-19 00:00:00,09:06:00,SEM VÍTIMA,VÁRZEA,AV AFONSO OLINDENSE,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2023-01-19 00:00:00,06:24:00,SEM VÍTIMA,LINHA DO TIRO,RUA PROFESSOR JOSE AMARINO DOS REIS,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
2023-01-19 00:00:00,07:20:00,SEM VÍTIMA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,56,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
2023-01-19 00:00:00,09:59:00,VÍTIMA FATAL,SÃO JOSÉ,RUA IMPERIAL,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,
2023-01-19 00:00:00,10:36:00,COM VÍTIMA,MADALENA,RUA REAL DA TORRE,179,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,
2023-01-20 00:00:00,08:24:00,COM VÍTIMA,PINA,AV ANTONIO DE GOES,103,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-20 00:00:00,03:20:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-20 00:00:00,03:31:00,COM VÍTIMA,SÃO JOSÉ,C SANTA RITA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
2023-01-20 00:00:00,03:41:00,SEM VÍTIMA,ARRUDA,RUA DAS MOCAS,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
